Hour,Electricity Demand (kWh),Space Heating Demand (kWh),Space Cooling Demand (kWh),Domestic Hot Water Demand (kWh),Solar Irradiance (kW/m2),Wind Speed (m/s),Ambient Temperature (C)
460,1.73,1.28,0.74,0.72,0.24,5.41,24.36
461,1.61,1.93,0.73,0.82,0.57,7.28,6.04
462,1.76,2.31,0.93,0.84,0.07,9.17,0.99
463,1.49,1.11,1.99,0.86,0.17,3.56,25.3
464,1.95,0.23,1.87,0.33,0.31,3.19,5.85
465,1.45,0.42,1.78,0.89,0.4,8.88,18.57
466,0.75,2.45,0.91,0.7,0.25,10.5,26.16
467,0.77,3.69,2.25,1.37,0.72,14.33,-0.18
468,1.15,1.78,2.95,0.22,0.06,8.52,16.2
469,1.58,2.03,1.88,0.87,0.56,8.87,25.58
470,0.71,0.16,1.6,1.47,0.03,6.22,0.92
471,0.79,3.81,0.52,0.22,0.91,11.76,-2.61
472,0.62,3.43,0.24,1.1,0.63,11.03,8.42
473,0.75,1.95,0.68,0.24,0.68,2.86,28.28
474,0.83,3.53,1.46,1.32,0.7,5.77,3.93
475,1.34,1.75,0.86,0.46,0.54,2.03,5.41
476,1.08,1.83,2.95,1.27,0.11,1.64,-2.81
477,0.64,2.73,1.85,1.39,0.42,13.97,5.3
478,0.74,1.29,1.01,0.38,0.75,9.97,16.6
479,1.28,3.53,2.21,0.33,0.98,13.43,27.5
480,0.7,0.85,0.66,1.29,0.31,8.6,2.19
481,1.59,3.84,2.73,0.43,0.64,3.86,6.5
482,0.64,3.71,1.46,0.27,0.98,3.91,6.06
483,0.79,1.38,1.54,0.49,0.57,3.65,17.87
484,1.81,2.64,0.68,0.47,0.8,4.74,16.7
485,1.3,1.99,0.05,1.08,0.59,3.07,9.82
486,1.98,2.34,2.97,0.81,0.43,2.11,30.62
487,0.73,0.69,2.25,1.2,0.68,13.49,25.42
488,0.62,2.99,2.36,0.51,0.86,8.61,15.88
489,0.61,2.04,0.99,0.84,0.78,3.29,19
490,1.9,0.42,1.79,0.34,0.88,8.59,6.89
491,1.46,3.2,1.15,0.81,0.95,3.7,33.99
492,1.01,3.61,0.05,0.85,0.75,10.25,6.85
493,1.08,0.02,2.39,1.38,0.84,13.28,20.23
494,1.55,3.23,0.02,1.43,0.26,2.46,28.13
495,1.42,2.27,1.62,1.34,0.16,8.27,34.26
496,1.03,0.2,1.56,1.4,0.39,5.54,24.85
497,1.54,1.78,1.07,0.26,0.31,12.38,-2.87
498,1.01,1.66,0.05,1.27,0.41,0.72,2.81
499,1.18,0.77,1.89,0.29,0.14,10.43,20.26
500,1.78,1.44,2.12,0.94,0.42,9.67,1.59
501,0.68,2.01,0.03,0.31,0.82,11.7,17.2
502,1.15,2.2,0.97,1.23,0.05,8.27,23.86
503,0.64,0.58,1.6,0.2,0.25,6.68,24.82
504,0.56,2.35,2.92,0.7,0.4,3.82,13.6
505,1.95,1.03,1.66,0.89,0.58,13.18,-1.56
506,1.34,0.65,2.48,0.55,0.44,13.4,10.85
507,1.97,1.32,1.32,0.86,0.03,7.46,4.89
508,1.79,2.55,0.09,1.34,0.64,13.6,28.68
509,1.98,3.84,0.98,0.99,0.71,0.6,32.1
510,1.9,3.3,1.3,0.92,0.11,12.64,30.9
511,1.82,3.46,1.52,1.48,0.01,12.09,13.68
512,1.59,0.87,0.78,0.71,0.55,12.31,7.75
513,1.6,1.85,1.32,1.35,0.87,9.69,27.7
514,1.91,1.79,1.17,1.04,0.75,8.51,13.71
515,1.97,1.84,0.45,1.21,0.5,12.5,24.82
516,1.92,0.8,2.15,0.61,0.35,11.53,7.92
517,1.22,3.37,0.99,0.99,0.03,14.06,31.24
518,1.82,1.33,0.94,1.3,0.78,12.31,32.37
519,1.27,1.9,0.23,1.01,0.23,4.97,3.71
520,1.35,1.45,2.77,1.08,0.99,2.27,16.46
521,1.74,1.39,2,0.86,0.07,2.38,22.52
522,1.75,2.46,2.23,0.37,0.89,12.86,5.58
523,1.74,3.97,2.1,1.17,0.25,11.06,1.92
524,1.74,3.54,0.48,1.1,0.9,14.78,3.8
525,1.14,3.71,0.39,0.84,0.44,13.41,28.51
526,1.3,1.74,2.84,0.72,0.23,13.88,7.66
527,0.88,0.76,0.05,1.07,0.11,10.23,15
528,1.2,0.05,2.65,1.11,0.13,4.34,-4.24
529,1.94,0.18,2.75,0.7,0.94,7.2,4.9
530,1.72,2.91,1.66,0.6,0.28,0.48,15.96
531,1.04,1.45,1.12,1.46,0.97,9.62,8.88
532,1.45,2.61,1.78,1.47,0.83,3.49,30.19
533,0.88,2.21,1.63,0.69,0.74,13.86,16.55
534,0.81,3.92,2.93,1.45,0.72,5.16,24.61
535,1.13,2.85,1.05,0.96,0.89,7.23,19.65
536,0.76,3.93,1.79,0.22,0.23,6.54,33.92
537,1.33,1.2,1.57,0.34,0.9,7.07,13.87
538,1.14,1.33,0.51,0.49,0.45,13.69,5.24
539,0.71,2.04,2.62,1.26,0.75,7.83,-0.54
540,1.55,1.99,0.62,1.15,0.79,9.8,33.1
541,1.58,2.08,1.82,1.27,0.84,10.88,-2.46
542,1.84,3.41,1.07,0.88,0.45,11.8,9.75
543,1.57,2.86,2.54,0.93,0.25,2.23,-2.67
544,0.83,0.71,2.55,0.26,0.87,0.71,14.82
545,1.49,2.35,0.43,0.48,0.06,5.03,-0.96
546,1.96,0.7,2.86,0.8,0.58,1.44,2.04
547,1.78,1.68,0.44,1.24,0.77,10.99,24.48
548,1.15,3.64,1.36,1.04,0.88,12.84,-2.28
549,1.54,0.29,2.09,1.01,0.12,8.87,20.72
550,0.52,3.85,1.22,1.36,0.47,5.13,32.18
551,0.83,0.89,1.66,0.98,0.69,4.52,28.34
552,1.1,0.7,2.99,0.56,0.91,7.74,16.93
553,1.12,1.92,0.77,0.83,0.63,13.13,-4.15
554,1.82,3.58,2.29,1.13,0.24,2.33,33.05
555,1.98,0.75,1.98,1.28,0.14,11.97,3.18
556,1.18,0.03,2.84,0.89,0.41,3.38,26.54
557,1.09,1.68,0.3,1.25,0.17,3.31,7.23
558,0.7,2.29,0.8,1.49,0.7,2.79,13.51
559,0.85,2.99,2.3,0.28,0.53,2.26,11.58
560,0.71,0.22,2.45,1.15,0.24,1.17,27.45
561,1.02,2.09,2.15,1.41,0.62,13.33,7.15
562,1.62,0.67,0.46,0.85,0.09,1.63,1.7
563,0.53,1.72,0.99,0.7,0.63,3.54,-4.88
564,1.81,3.88,0.67,0.92,0.67,11.74,-2.63
565,1.58,3.92,2.29,1.38,0.02,1.29,18.8
566,1.05,3.94,2.68,1.31,0.67,2.84,32.22
567,1.29,1.45,1.84,0.98,0.32,3.45,9.45
568,0.66,2.81,0.47,1.41,0.05,9.75,9.92
569,1.67,3.49,2.61,1.14,0.43,11.28,9.74
570,1.67,2.02,1.31,0.69,0.36,10.16,24.3
571,1.07,1.9,0.52,0.51,0.7,7.64,29.35
572,0.89,2.89,1.86,1.02,0.69,14.94,4.2
573,1.38,2.01,0.25,1.19,0.43,10.54,8.78
574,0.98,2.33,1.8,1.07,0.66,4.12,4.68
575,1.56,1.81,2.91,1,0.86,12.87,24.26
576,1.57,2.93,1.78,0.32,0.06,8.08,7.17
577,1.97,3.4,2.57,0.98,0.15,12.42,9.1
578,1.03,1.82,2.6,0.21,0.47,0.1,34.03
579,0.58,1.96,0.5,0.25,0.84,11.4,18.45
580,1.83,3.69,2.01,0.53,0.51,9.05,13.88
581,0.51,2.25,1.6,0.36,0.18,11.12,5.26
582,1.17,1.9,0.14,0.5,0.95,10.8,9.59
583,0.89,3.88,0.56,1.46,0.22,2.14,2.54
584,1.12,0.27,0.51,1.41,0.83,12.26,3.09
585,0.76,2.49,1.86,0.29,1,0.33,30.9
586,1.51,0.1,0.47,0.31,0.61,6.84,31.82
587,1.34,1.8,0.91,0.96,0.19,3.83,30.96
588,1.11,1.3,0.32,1.43,0.5,8.79,11.19
589,1.5,1.74,0.18,1.19,0.68,11.13,18.34
590,0.63,3.61,2.99,1.1,0.14,13.73,19
591,1.79,2.04,1.19,0.72,0.98,1.24,15.21
592,1.18,2.34,1.51,1.12,0.96,8.73,7.96
593,1.42,1.32,0.11,0.98,0.51,5.33,8.66
594,0.92,3.94,0.48,1.23,0.82,3.81,33.66
595,1.96,3.9,1.8,1.4,0.99,1.23,28.05
596,1.18,3.49,1.2,1.16,0.67,3.42,18.26
597,0.78,2.83,1.84,0.51,0.59,6.93,-1.36
598,0.74,1.71,0.93,0.82,0.61,0.08,12.71
599,0.92,0.51,1.47,1.14,0.53,8.79,12.06
600,1.66,3.64,2.73,1.26,0.9,1.57,15.04
601,0.96,2.14,1.85,0.49,0.14,8.63,9.12
602,0.62,2.25,2.14,0.93,0.48,5.66,27.9
603,1.17,0.41,2.78,1.42,0.02,11.61,15.41
604,0.82,3.17,2.15,1.07,0.89,6.58,31.35
605,1.88,2.21,1.94,0.9,0.31,14.15,32.74
606,1.06,1.03,2.56,1.11,0.47,4.89,12.31
607,0.97,0.69,2.08,0.93,0.64,8.15,5.01
608,1.17,2.46,1.81,0.58,0.12,10.98,26.69
609,0.54,3.46,0.72,0.73,0.75,3.28,30.18
610,1.3,2.1,0.08,1.28,0.51,0.25,1.21
611,1.98,3.44,1.26,0.97,0.07,11.78,16.47
612,1.01,0.75,2.46,0.76,0.15,4.4,-4.45
613,1.9,2.21,1.57,0.35,0.59,2.39,5.31
614,0.68,1.76,0.25,0.35,0.43,8.89,29.13
615,1.38,1.29,1.32,0.4,0.91,5.6,19.02
616,0.75,0.4,1.81,1.4,0.67,3.98,13.59
617,1.82,0.82,0.71,1.44,0.6,10.6,10.73
618,1.59,3.55,0.25,1.15,0.72,14.52,-2.41
619,1.81,1.45,1.67,0.26,0.51,7.9,15.73
620,1.54,3.43,0.26,0.98,0.48,11.65,31.83
621,1.51,3.26,0.04,1.01,0.98,12.62,20.8
622,1.29,1.22,2.22,1.48,0.9,7.26,9.61
623,1.32,1.91,1.37,0.51,0.18,7.59,23.67
624,1.67,1.81,0.12,1.14,0.2,10.77,19.04
625,1.36,3.59,1.79,1.49,0.26,13.88,10.54
626,1.15,2.46,0.04,1.42,0.73,12.25,4.04
627,1.56,1.75,0.98,0.66,0.94,11.73,9.65
628,1.95,2.08,0.51,0.38,0.13,11.63,18.76
629,1.86,3.37,1.19,0.3,1,7.05,20.04
630,0.99,1.23,0.04,0.28,0.32,12.91,12.59
631,1.08,1.66,2.91,0.31,0.34,5.37,14.51
632,1.94,0.52,0.44,1.47,0.53,9.12,34.87
633,0.85,2.27,2.87,1.48,0.1,2.06,24.41
634,0.69,3.88,1.52,0.35,0.92,9.75,9.49
635,1.21,1.38,0.2,0.31,0.02,11.25,17.46
636,1.17,3.76,2.64,1.06,0.01,6.16,31.5
637,1.32,3.22,1.24,1.26,0.97,7.69,10.68
638,0.55,3.17,0.44,1.19,0.4,0.24,19.68
639,0.81,2.97,0.81,0.21,0.25,13.56,-0.72
640,1.7,3.04,0.88,0.77,0.28,12.22,22.09
641,1.04,1.35,1.83,1.14,0.49,11.01,15.42
642,1.87,3.33,2.92,1.26,0.89,1.02,20.17
643,1.35,3.89,0.56,1.1,0.75,3.28,-2.85
644,0.53,0.42,0.64,0.63,0.17,14.84,-1.12
645,1.97,0.51,2.91,0.55,0.34,6.89,13.04
646,0.98,0.05,0.66,1.28,0.42,13.16,4.4
647,1.05,2.81,0.69,0.91,0.99,10.17,21.63
648,1.87,0.29,2.97,0.53,0.78,12.15,3.27
649,1.82,2.09,1.96,1.33,0.49,9.15,2.32
650,1.53,2.75,0.92,1.26,0.25,2.87,23.52
651,0.52,2.38,0.73,0.84,0.16,7.71,-1.59
652,0.51,2.43,1.43,1.25,0.17,12.61,1.79
653,0.77,3.85,0.96,0.33,0.33,13.65,-0.33
654,1.64,1.21,0.03,1.38,0.53,10.6,10.01
655,1.75,2.48,0.21,1.47,0.17,10.07,-1.25
656,0.84,2.51,1.62,0.21,0.74,9.44,19.93
657,0.62,1.1,0.79,1.33,0.94,8.5,32.44
658,1.14,1.21,2.83,1.18,0.53,13.35,6.72
659,1.89,2.96,2.09,1.31,0.37,11.53,-3.51
660,1.29,1.26,2.93,0.59,0.7,10.77,20.6
661,1.6,0.93,2.42,1.44,0.69,6.15,8.35
662,1.56,3.93,0.94,1.28,0.82,6.93,16.17
663,1.78,0.37,2.23,0.74,0.93,6.53,-1.66
664,1.98,1.25,1.39,1.22,0.34,14.98,10.01
665,1.97,3.36,1.54,0.75,0.13,13.82,29.36
666,1.31,0.81,1.59,0.63,0.91,1.59,6.95
667,1,1.03,2.05,0.39,0.18,7.07,21.28
668,1.68,0.65,1.08,1.41,0.35,4,24.59
669,1.55,2.34,2.35,0.5,0.42,4.49,6.47
670,1.68,0.01,0.52,0.86,0.86,0.24,25.39
671,0.95,3.5,1.07,0.89,0.58,1.98,16.05
672,1.37,1.5,2.03,0.24,0.6,8.83,8.33
673,0.78,2.01,2.54,1.24,0.77,9.88,3.98
674,0.83,0.99,2.57,1.1,1,14.32,5.43
675,1.05,0.17,1.01,0.58,0.96,12.38,6.18
676,1.57,3.85,1.26,1.41,0.13,3.76,9.6
677,0.96,3.52,0.79,1.49,0.98,7.99,27.55
678,0.99,1.11,1.86,1.08,0.72,2.94,24.17
679,1.7,0.4,1.12,1.17,0.64,6.98,30.3
680,1.87,1.8,2.78,0.28,0.4,11.52,1.06
681,1.76,2.2,1.05,0.77,0.99,11.41,19.69
682,0.78,2.28,2.03,0.23,0.32,11.58,8.09
683,1.19,3.67,2,1.13,0.95,3.11,30.34
684,1.55,2.69,1.48,1.28,0.36,6.35,7.76
685,1.57,2.46,0.06,0.35,0.14,10.56,27.15
686,1.1,0.34,0.88,0.32,0.63,1.56,33.41
687,1.13,2.1,2.12,1.27,0.88,5.02,30.85
688,1.37,2.21,1.23,0.86,0.95,9.12,31.9
689,1.52,2.52,0.21,1.3,0.82,7.7,20.98
690,0.61,0.64,2.69,0.71,0.4,1.09,11.09
691,1.47,3.84,1.76,0.43,0.78,10.74,8.67
692,1.27,2.29,0.25,0.68,0.02,5.62,0.58
693,0.56,1.67,0.14,0.56,0.18,14.01,2.1
694,0.59,2.65,0.29,0.86,0.57,4.13,0.89
695,0.8,0.58,3,1.36,0.28,14.71,8.13
696,1.03,1.74,0.85,0.66,0.67,13.16,16.77
697,1.64,2.88,2.11,1.16,0.69,11.11,27.6
698,0.97,3.76,0.5,1.03,0.62,3.31,5.48
699,1.65,1.79,0.78,0.49,0.71,10.03,6.11
700,1.25,2.52,0.02,0.61,0.31,2.31,12.22
701,0.81,1.72,2.57,0.47,0.22,9.03,-4.42
702,1.67,2.1,2.98,1.19,0.01,10.46,1.32
703,1.58,2.01,1.13,0.37,0.66,4.96,24.13
704,0.55,2.79,0.64,0.95,0.59,14.91,8.37
705,1.6,2.61,0.49,0.42,0.33,1.31,0.99
706,1.5,0.03,0.78,0.46,0.35,9.02,29.24
707,1.06,0.33,1.15,0.21,0.21,10.81,21.8
708,1.44,3.04,2.17,0.77,0.34,2.16,5.95
709,0.73,0.65,2.13,1.25,0.3,13.5,31.83
710,1.38,3.08,1.54,0.31,0.97,8.44,33.08
711,0.76,3.26,1.19,1.3,0.5,14.46,3.64
712,0.67,3.74,1.53,1.3,0.58,6.94,29.54
713,0.8,3.26,1.69,0.5,0.02,14.16,5.34
714,0.68,2.13,1.84,1.34,0.83,8.53,22.42
715,0.69,0.84,1.96,1.27,0.76,3.3,6.09
716,1.82,0.51,1.94,1.05,0.51,6.62,28.56
717,1.85,3.5,0.63,1.28,0.78,6.7,3.83
718,1.6,1.56,1.44,0.3,0.16,13.27,-3.87
719,1.67,0.21,1.01,0.61,0.45,7.86,1.47
720,1.04,1.39,1.79,0.58,0.24,12.2,13.39
721,1.32,3.47,1.5,1.22,0.59,12.31,2.07
722,1.72,2.25,0.6,1.18,0.62,7.61,11.76
723,1.23,2.57,2.04,1.36,0.99,1.49,3.53
724,1.61,1.01,0.06,0.58,0.02,12.08,7.73
725,1.14,0.08,0.94,0.82,0.36,14.1,33.09
726,1.02,3.67,2.35,0.22,0.95,14.64,-1.7
727,1.77,0.3,2.3,1.49,0.97,3.92,14.59
728,1,4,2.85,0.73,0.57,2.15,29.55
729,1.21,3.48,1.76,0.93,0.57,2.2,10.49
730,0.66,0.46,1.44,0.89,0.42,10.25,34.27
731,1.26,4,2,0.71,0.21,14.14,2.24
732,1.41,3.23,2.53,0.5,0.07,1.24,-3.26
733,1.09,3.39,1.8,1.17,0.38,6.93,-3.32
734,1.47,3.24,2.23,0.69,0.35,10.73,20.09
735,1.16,3.72,0.94,1.07,0.55,12.13,10.22
736,1.14,3.03,0.98,1.15,0.35,6.85,20.55
737,1.13,2.11,0.21,1.14,0.43,0.07,32.26
738,1.79,0,0.81,0.31,0.61,1.97,23.05
739,1.59,1.12,1.47,1.47,0.71,1.2,27.39
740,1.18,2.4,1.99,1.19,0.01,7.99,4.85
741,1.46,1.25,1.64,0.98,0.21,10.76,6.54
742,1.74,1.64,2.16,0.57,0.19,11.17,13.38
743,1.18,0.43,1.36,0.4,0.42,4.93,-3.97
744,1.77,3.92,1.54,1.23,0.08,3.37,13.37
745,0.77,0.46,1.4,0.71,0.9,7.32,24.75
746,1.39,0.29,1.8,1.39,0.42,7.45,10.09
747,1.04,2.34,1.02,1.42,0.83,13.07,20.78
748,0.65,2.49,1.84,0.27,0.92,12.87,4.69
749,1.84,2.1,1.22,0.95,0.2,2.5,16.24
750,1.23,1.41,1.8,0.7,0.5,1.04,15.95
751,1.31,3.7,1.03,0.73,0.97,6.67,13.77
752,1.28,1.37,0.49,1,0.82,8.74,21.39
753,1.31,1.24,0.58,1.21,0.04,14.04,30.12
754,1.38,3.78,0.43,0.91,0.97,13.23,29.44
755,1.81,3.54,0.48,1.18,0.02,12.18,-3.45
756,1.92,1.91,1.86,1.45,0.03,14.24,-2.81
757,1.43,1.04,2.64,0.73,0.64,10.55,-0.56
758,1.06,0.52,2.65,0.78,0.63,2.4,31.1
759,1.27,3.2,2.19,1.08,0.83,13.31,-2.18
760,1.55,2.9,1.63,0.25,0.3,10.5,18.48
761,1.29,0.42,1.39,0.35,0.48,11.53,20.45
762,0.89,2.96,0.38,0.4,0.85,8.26,18.82
763,1.41,3.59,0.6,0.95,0.76,12.27,24.34
764,1.83,0.22,2.82,0.91,0.42,1.49,9.01
765,0.66,1.64,0.96,0.6,0.85,10.53,23.72
766,0.61,1.63,1.77,0.95,0.48,6.5,21.85
767,1.96,3.24,1.85,1.45,0.53,2.91,1.44
768,1.7,0.48,0.65,1.32,0.59,6.03,14.51
769,1.12,0.61,2.28,0.67,0.37,12.92,27.65
770,0.54,1.53,0.29,1.44,0.29,3.44,14.46
771,1.9,3.41,0.81,0.66,0.68,9.62,15.28
772,1.69,3.95,1.67,0.95,0.16,11.43,33.71
773,1.41,2.18,1.46,1.09,0.5,4.93,4.68
774,1.69,0.63,2.2,0.99,0.32,3.97,23.46
775,1.44,3.61,2.88,1.3,0.38,10.36,20.52
776,1.51,0.65,0.74,0.93,0.46,1.33,33.64
777,1.86,1.47,0.11,0.69,0.2,8.36,17.75
778,1.11,2.96,0.99,0.91,0.49,13.17,-0.73
779,1.29,0.24,2.47,1.41,0.73,9.06,34.21
780,1.67,1.94,2.21,1.12,0.23,5.63,4.68
781,0.91,1.63,1.54,0.56,0.85,11.56,6.56
782,1.4,3.78,1.35,0.23,0.43,5.48,10.8
783,1.02,2.18,1.14,0.99,0.75,3.77,26.26
784,0.58,3.55,0.64,0.39,0.68,1.32,-4.71
785,0.73,0.35,1.02,0.85,0.41,13.03,28.75
786,0.67,2.23,0.58,0.52,0.81,9.64,33.53
787,1.32,2.77,0.2,1.37,0.03,7.1,24.78
788,0.68,0.6,2.66,0.37,0.26,9.66,-4.47
789,1.31,3.39,0.73,1.48,0.01,2.42,33.25
790,1.6,3.52,0.29,0.34,0.79,0.4,-4.68
791,1.45,2.71,1.5,0.99,0.13,12.08,22.03
792,1.62,2.08,0.75,0.87,0.41,13.55,-4.96
793,1.24,2.78,1.21,1.14,0.61,1.51,7.16
794,1.61,1.14,2.89,0.49,0.97,6.38,24.99
795,1.69,0.44,0.56,0.76,1,13.57,32.63
796,0.88,2.21,0.93,0.21,0.87,12.15,-3.96
797,1.78,1.93,1.54,1.07,0.54,6.05,28.04
798,1.9,1.71,1.28,0.62,0.13,1.43,13.9
799,1.6,0.76,0.3,1.45,0.36,4.84,18.35
800,1.96,0.76,2.23,0.8,0.87,12.19,11.33
801,0.6,3.94,1.41,1.1,0.96,3.54,8.44
802,0.73,3.71,0.78,0.43,0.66,13.96,2.32
803,1.85,1.01,2.31,1.25,0.81,5.46,9.45
804,0.55,0.24,1.15,0.22,0.8,12.79,30.52
805,1.38,1.3,0.95,0.27,0.96,6.4,-1.53
806,0.9,3.38,2.26,1.21,0.81,7.99,33.58
807,1.18,0.89,0.33,0.73,0.36,11.94,0.84
808,1.08,3.94,2.73,0.27,0.48,4.73,-3.09
809,0.78,0.81,0.14,0.71,0.24,0.16,16.81
810,1.38,2.23,0.42,0.41,0.16,2.61,34.98
811,0.8,3.97,0.7,0.81,0.35,5.63,26.76
812,1.11,0.52,2.03,1.49,0.67,14.33,11.77
813,1.66,0.79,2.06,0.22,0.59,13.9,26.8
814,1.5,2.36,2.99,1.21,0.75,14.39,28.36
815,1.47,3.16,1.64,0.68,0.89,13.25,4.47
816,1.25,2.81,2.49,1.22,0.05,11.4,-3.13
817,0.78,2.36,1.36,0.78,0.25,0.22,31.31
818,1.17,1.72,1.93,1.18,0.78,6.62,3.54
819,1.2,3.15,0.18,0.91,0.92,14.51,14.65
820,0.8,0.56,2.47,1.17,0.94,1.67,3.93
821,1.4,0.98,1.95,0.87,0.18,10.95,9.26
822,1.27,3.16,1.89,1.07,0.1,11.14,20.56
823,0.99,1.12,0.66,0.8,0.93,3.22,16.96
824,0.81,0.55,1.21,0.51,0.07,13.92,32.37
825,0.71,3.37,0.69,1.18,0.66,3.22,10.11
826,1.82,3.07,2.11,0.85,0.4,14.15,12.76
827,1.91,2.56,2.99,0.71,0.28,9.01,-4.77
828,1.73,2.62,0.58,1.49,0.27,0.12,6.46
829,1.39,2.66,0.37,0.27,0.36,9.17,24.07
830,1.94,2.92,1.01,1.14,0.36,8.33,23.68
831,1.2,1.26,1.51,0.74,0.82,9.84,2.06
832,0.57,3.46,2.11,0.63,0.53,7.85,34.41
833,1.06,1.04,1.49,1.36,0.94,8.92,13.05
834,0.77,1.65,2.96,1.21,0.64,8.88,5.38
835,1.54,2.04,2.22,0.23,0.41,12.43,24.1
836,0.94,3.22,0.56,1.16,0.53,9.92,19.14
837,1.2,1.73,0.88,0.21,0.94,4.13,13.15
838,1.9,2.03,2.41,0.26,0.83,0.73,27.27
839,1.99,3.41,2.63,0.53,0.92,6.05,19.81
840,1.3,4,1.59,1.48,0.71,9.81,33.7
841,0.91,3.17,1.35,0.71,0.63,3.37,28.21
842,1.16,1.21,0.46,0.94,0.25,14.59,16.93
843,1.81,0.44,0.74,1.22,0.35,14.82,20.76
844,0.86,2.78,2.11,0.54,0.06,6.84,15.87
845,0.59,2.75,0.15,1.42,0.58,14.45,13.08
846,1.73,1.96,1.82,0.8,0.64,11.16,21.72
847,1.29,2.9,0.68,1.34,0.75,9.84,4.16
848,1.85,0.25,0.67,0.79,0.86,11.39,6.39
849,1.53,3.98,1.26,1.38,0.3,10.23,3.31
850,0.55,1.94,1.36,1.32,0.18,12.43,18.54
851,1.68,2.27,1.95,0.65,0.12,0.34,31.24
852,0.79,2.13,0.45,0.31,0.54,13.53,33.47
853,0.69,2.18,1.03,0.28,0.27,3.64,2.48
854,1.34,3.13,0.48,0.81,0.2,8.2,3.98
855,1.16,0.29,1.59,0.25,0.56,12.82,14.15
856,0.95,3.68,0.58,1.01,0.6,4.99,18.83
857,1.38,1.37,2.64,1.25,0.14,14.81,14.77
858,1.61,2.5,0.17,1.33,0.52,2.85,6.9
859,1.24,0.23,1.7,1.43,0.09,3.16,23.41
860,1.68,1.95,2.12,0.31,0.79,7.6,2.18
861,1.13,3.26,2.69,1.34,0.59,1.16,-1.39
862,1.25,1.25,0.74,0.33,0.6,0.24,3.41
863,1.32,1.44,2.03,1.49,0.72,9.97,30.74
864,0.97,2.58,2.13,0.34,0.22,6.9,3.13
865,1.05,0.28,1.73,1.49,0.19,10.66,13.39
866,1.27,1.53,2.55,0.73,0.31,14.33,4.97
867,1.83,3.13,1.37,1.16,0.58,14.15,31.77
868,1.33,2.68,2.14,0.43,0.82,11.22,27.14
869,0.66,2.18,0.55,0.31,0.99,6.47,10.11
870,1.6,2.34,2.91,1.07,0.82,6.83,27.41
871,1.27,1.02,1.85,0.92,0.49,6.93,34.03
872,1.1,3.79,2.2,1.38,0.58,12.87,18.61
873,1.54,3.99,0.9,1.08,0.28,12.25,3.75
874,0.75,0.65,1.27,1.03,0.22,10.59,8.96
875,1.68,0.3,0.53,1.05,0.14,9.79,15.87
876,1.57,0.69,2.85,0.72,0.52,4.19,18.44
877,0.78,1.26,2.72,1.14,0.18,7.89,27.67
878,1.77,2.84,0.45,1.36,0.05,5.09,13.83
879,0.79,2.15,0.74,1.1,0.18,8.66,-3.26
880,1.52,0.22,1.6,0.35,0.39,13.72,-2.4
881,1.05,2.01,0.36,0.79,0.23,8.28,31.34
882,1.63,2.38,1.75,0.72,0.22,14.97,20.17
883,0.59,0.53,0.8,0.83,0.25,7.49,27.15
884,0.87,0.34,1.92,0.58,0.88,2.57,22.42
885,1.21,1.68,0.24,0.93,0.08,14.69,31.09
886,1.57,3.1,0.49,1.25,0.32,2.55,-4.28
887,1.42,0.66,1.58,0.64,0.39,8.65,13.19
888,1.93,0.52,2.09,1.4,0.28,10.9,0.36
889,1.34,3.36,1.75,0.56,0.38,7.26,14.98
890,0.95,1.03,0.94,0.85,0.63,0.64,31.11
891,1.15,0.48,1.75,1.05,0.14,9.44,11.02
892,0.61,3.63,0.82,1.27,0.36,14.79,-0.51
893,0.68,1.53,2.88,1.07,0.14,10.23,3.92
894,1.28,1.67,0.48,1.35,0.73,9.18,15.25
895,1.96,3.87,1.83,1.28,0.86,8.85,20.97
896,0.87,2.82,1.38,0.47,0.55,5.42,-4.96
897,1.67,3.65,1.03,0.68,0.06,4.32,10.51
898,1.05,1.22,1.48,0.24,0.44,10.94,20.88
899,0.55,2.43,0.36,0.57,0.42,4.39,21.02
900,0.75,1.86,1.29,0.22,0.8,13.69,19.47
901,1.43,4,2.7,1.09,0.06,2.9,-4.31
902,0.84,1.94,0.46,1.12,0.97,14.61,28.38
903,1.78,2.75,1.68,1.22,0.21,6.58,25.05
904,1.05,0.81,2.34,0.38,0.82,1.43,4.6
905,0.84,0.56,2.46,0.62,0.79,0.59,13.25
906,1.67,0.4,0.52,1.02,0.77,12.47,32.59
907,0.74,2.29,2.22,1.31,0.13,7.76,19.4
908,1.93,3.49,2.29,1.3,0.08,2.93,24.77
909,0.86,3.5,1.64,0.72,0.45,3.97,24.16
910,1.72,0.28,1.27,0.63,0.74,1.47,17.31
911,1.28,3.18,0.18,0.8,0.68,3.87,15.76
912,1.61,3.52,0.03,0.41,0.78,1.21,32.22
913,0.71,3.23,1.75,0.5,0.12,6.24,14.98
914,0.81,0.1,1.08,0.22,0.43,7.13,0.3
915,0.8,2.82,0.84,1.17,0.46,8.4,19.96
916,0.7,1.48,0.34,1.49,0.24,8.52,9.17
917,0.9,2.91,2.8,0.3,0.58,4.52,-3.16
918,1.76,1.84,0.55,0.4,0.04,13.07,8.83
919,1.62,2.68,1.98,0.47,0.78,4.77,33.66
920,0.96,1.1,0.12,0.91,0.22,8.73,23.67
921,1.05,0.58,1.97,0.7,0.74,4.71,13.06
922,1.6,3.69,1.96,0.3,0.07,12.41,30.71
